@relation Census_Income_database-weka.filters.unsupervised.attribute.Remove-R3

@attribute sex {Female,Male}
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute age numeric
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute income_class {<=50K,>50K}

@data
Male,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,39,7688,0,45,United-States,>50K
Male,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,39,0,0,31,Cuba,>50K
Female,Private,10th,6,Divorced,Other-service,Not-in-family,White,26,0,0,40,United-States,<=50K
Male,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,17,0,0,12,United-States,<=50K
Male,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,26,0,0,40,United-States,<=50K
Female,Local-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,71,0,0,3,United-States,<=50K
Male,Private,Some-college,10,Never-married,Sales,Own-child,White,27,0,0,42,United-States,<=50K
Male,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,34,0,0,40,United-States,<=50K
Male,Local-gov,HS-grad,9,Never-married,Sales,Own-child,Black,35,0,0,38,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,36,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,39,0,0,40,United-States,>50K
Male,Federal-gov,HS-grad,9,Divorced,Protective-serv,Unmarried,Black,41,1506,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,47,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,36,0,0,50,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,43,0,0,35,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,39,0,0,50,United-States,>50K
Female,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,Black,35,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,22,0,0,18,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,45,0,1902,50,United-States,>50K
Male,Private,Some-college,10,Separated,Craft-repair,Own-child,White,33,0,0,60,United-States,<=50K
Male,Local-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,21,0,0,40,United-States,<=50K
Female,Federal-gov,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,Black,37,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Own-child,White,30,0,0,80,United-States,<=50K
Male,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,47,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,45,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,25,0,0,25,United-States,<=50K
Male,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,47,0,0,45,United-States,>50K
Male,Self-emp-not-inc,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,68,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,27,0,2444,40,United-States,>50K
Male,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Other,42,3103,0,40,Mexico,>50K
Female,?,HS-grad,9,Divorced,?,Unmarried,Black,36,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,28,0,1564,50,United-States,>50K
Male,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Black,61,2290,0,40,United-States,<=50K
Female,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,33,0,0,40,Germany,<=50K
Female,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,23,0,0,45,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,40,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,25,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,45,0,0,60,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,23,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,30,0,0,50,United-States,<=50K
Female,Federal-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,33,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Widowed,Craft-repair,Own-child,White,21,0,0,40,United-States,<=50K
Male,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,28,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Priv-house-serv,Unmarried,White,42,0,0,60,Columbia,<=50K
Male,State-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,43,0,0,84,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,50,7688,0,40,United-States,>50K
Male,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,48,0,0,50,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,49,0,0,46,United-States,>50K
Female,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,28,0,1408,50,Hong,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,36,0,1902,40,United-States,>50K
Male,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,28,0,0,50,United-States,<=50K
Male,Self-emp-inc,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,61,99999,0,40,United-States,>50K
Male,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,25,0,0,40,United-States,<=50K
Female,Private,9th,5,Divorced,Other-service,Not-in-family,White,48,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,36,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,46,0,0,45,?,<=50K
Male,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,25,0,0,40,United-States,<=50K
Female,?,HS-grad,9,Never-married,?,Not-in-family,Black,36,0,0,40,United-States,<=50K
Male,Private,5th-6th,3,Never-married,Machine-op-inspct,Not-in-family,White,45,0,0,40,United-States,<=50K
Female,Private,11th,7,Never-married,Other-service,Own-child,White,18,0,0,21,United-States,<=50K
Male,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,28,0,0,35,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,39,7298,0,50,United-States,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,33,0,0,50,United-States,>50K
Female,State-gov,Some-college,10,Separated,Adm-clerical,Not-in-family,White,28,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,48,15020,0,48,United-States,>50K
Male,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,21,0,0,50,United-States,<=50K
Male,State-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,26,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,40,0,0,40,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,63,5013,0,45,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,45,0,0,50,United-States,>50K
Male,Private,Some-college,10,Never-married,Tech-support,Own-child,White,22,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,52,0,0,44,United-States,<=50K
Female,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,57,15024,0,40,United-States,>50K
Male,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,38,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,46,0,1977,45,United-States,>50K
Female,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,52,0,2547,40,United-States,>50K
Male,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,55,0,0,55,United-States,<=50K
Male,Private,Some-college,10,Never-married,Sales,Not-in-family,White,21,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,30,0,0,50,United-States,<=50K
Female,Private,12th,8,Never-married,Sales,Own-child,White,17,0,0,15,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,57,0,0,45,United-States,>50K
Female,Private,Some-college,10,Never-married,Exec-managerial,Other-relative,White,30,0,0,40,United-States,<=50K
Male,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,48,0,0,50,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,24,0,0,50,United-States,<=50K
Female,?,10th,6,Divorced,?,Unmarried,White,45,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,40,0,0,40,United-States,<=50K
Female,Local-gov,HS-grad,9,Divorced,Other-service,Unmarried,White,34,0,0,20,United-States,<=50K
Male,Private,Masters,14,Married-spouse-absent,Protective-serv,Not-in-family,White,35,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,24,0,0,40,United-States,<=50K
Male,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,47,0,0,37,United-States,>50K
Female,Private,HS-grad,9,Never-married,Other-service,Own-child,White,21,0,0,25,United-States,<=50K
Male,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,30,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,52,0,0,50,?,<=50K
Male,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,37,0,0,47,United-States,<=50K
Male,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,24,0,0,30,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,41,0,0,40,United-States,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,61,0,1902,40,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,37,0,2002,40,United-States,<=50K
Male,Private,HS-grad,9,Divorced,Transport-moving,Own-child,White,39,0,0,60,United-States,<=50K
Male,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,28,0,0,45,United-States,>50K
Male,Self-emp-inc,Bachelors,13,Never-married,Adm-clerical,Own-child,White,24,0,0,20,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,29,0,0,55,United-States,<=50K
Male,Private,Assoc-acdm,12,Divorced,Prof-specialty,Own-child,White,61,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,38,0,0,40,United-States,>50K
Male,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,56,7688,0,65,United-States,>50K
Male,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,28,0,0,60,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,24,0,0,30,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,35,15024,0,50,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,31,0,0,43,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,39,0,0,55,United-States,>50K
Female,?,11th,7,Divorced,?,Unmarried,Amer-Indian-Eskimo,35,0,0,6,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,20,0,0,35,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,25,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,23,0,0,25,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,37,0,0,40,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,47,0,0,40,United-States,>50K
Female,Private,Bachelors,13,Never-married,Sales,Unmarried,Black,36,0,0,40,United-States,<=50K
Female,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,34,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Other-relative,White,35,0,0,60,United-States,<=50K
Male,Self-emp-inc,Bachelors,13,Widowed,Exec-managerial,Not-in-family,White,85,0,0,40,United-States,>50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,71,20051,0,30,United-States,>50K
Female,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,23,0,0,40,United-States,<=50K
Male,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,39,0,0,48,United-States,>50K
Male,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,77,0,0,35,United-States,>50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,20,0,0,20,United-States,<=50K
Female,Private,Some-college,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,40,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,34,15024,0,60,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,33,5178,0,55,United-States,>50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,34,0,0,60,India,<=50K
Female,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,36,3325,0,40,United-States,<=50K
Male,Private,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,36,0,0,40,United-States,<=50K
Male,Local-gov,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,32,0,2057,70,United-States,<=50K
Male,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,26,0,0,43,United-States,<=50K
Male,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,37,0,0,40,?,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,42,5178,0,45,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,38,0,0,45,United-States,>50K
Male,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,48,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,23,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,37,0,0,50,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,38,7688,0,35,China,>50K
Male,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,33,0,0,45,United-States,<=50K
Female,Private,11th,7,Never-married,Other-service,Not-in-family,Black,26,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,25,0,0,40,United-States,<=50K
Female,Private,10th,6,Widowed,Craft-repair,Unmarried,Black,61,0,2001,40,United-States,<=50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,44,0,0,50,United-States,<=50K
Male,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,65,9386,0,35,United-States,>50K
Female,Private,Some-college,10,Never-married,Sales,Own-child,Black,23,0,0,38,?,<=50K
Female,State-gov,10th,6,Widowed,Other-service,Not-in-family,White,67,0,0,12,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,37,0,0,40,United-States,<=50K
Male,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,48,0,1977,70,United-States,>50K
Male,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,35,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Divorced,Tech-support,Own-child,White,48,0,0,40,United-States,<=50K
Male,?,Some-college,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,50,0,0,50,?,<=50K
Male,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,36,0,0,40,United-States,>50K
Female,Private,Some-college,10,Never-married,Sales,Other-relative,White,20,0,0,35,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,32,0,0,30,United-States,<=50K
Female,Private,11th,7,Never-married,Adm-clerical,Own-child,White,18,0,0,10,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,36,0,0,40,United-States,>50K
Male,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,50,0,0,55,United-States,>50K
Male,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,24,7298,0,60,United-States,>50K
Female,Private,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,43,0,0,20,United-States,<=50K
Male,Private,Some-college,10,Never-married,Sales,Not-in-family,White,27,0,0,40,United-States,<=50K
Female,?,10th,6,Never-married,?,Own-child,White,17,0,0,30,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,29,0,1977,45,United-States,>50K
Male,Private,Some-college,10,Never-married,Other-service,Own-child,White,19,0,0,25,United-States,<=50K
Male,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,38,0,0,50,United-States,>50K
Male,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,64,0,0,50,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,Black,31,4650,0,40,United-States,<=50K
Male,Private,Assoc-voc,11,Married-spouse-absent,Craft-repair,Not-in-family,White,30,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,30,0,0,40,Greece,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,33,15024,0,40,Puerto-Rico,>50K
Female,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,59,0,0,40,United-States,<=50K
Male,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,40,0,0,50,United-States,<=50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,27,4865,0,40,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,34,0,0,45,Peru,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,27,0,0,50,United-States,<=50K
Female,Private,Some-college,10,Never-married,Sales,Other-relative,White,23,0,0,35,United-States,<=50K
Male,Federal-gov,Masters,14,Never-married,Tech-support,Not-in-family,Black,41,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,36,0,0,40,?,<=50K
Male,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,25,0,0,20,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,33,0,0,55,United-States,>50K
Male,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,26,0,0,60,United-States,<=50K
Male,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,42,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Farming-fishing,Unmarried,White,25,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,45,3103,0,40,United-States,>50K
Female,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,59,0,0,37,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,26,0,0,40,United-States,>50K
Female,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,20,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,53,0,0,40,India,>50K
Male,Local-gov,HS-grad,9,Never-married,Farming-fishing,Own-child,White,32,0,0,40,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Other,22,0,0,35,United-States,<=50K
Male,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,53,0,0,45,United-States,<=50K
Female,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,47,0,0,40,United-States,<=50K
Female,?,Preschool,1,Married-civ-spouse,?,Other-relative,White,21,0,0,40,Mexico,<=50K
Female,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,17,0,0,15,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,48,0,0,40,United-States,>50K
Female,Self-emp-not-inc,Assoc-voc,11,Never-married,Sales,Unmarried,White,32,0,0,7,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,58,0,0,40,United-States,>50K
Male,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,Black,72,0,0,36,United-States,<=50K
Male,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,45,0,0,38,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,41,0,0,40,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,66,0,0,42,United-States,>50K
Female,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,34,0,0,50,United-States,>50K
Female,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,33,0,0,40,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,47,0,0,50,United-States,<=50K
Male,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,35,0,0,35,United-States,<=50K
Male,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,27,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,49,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,36,0,0,40,United-States,<=50K
Female,Private,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,25,0,0,38,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,38,0,0,40,United-States,<=50K
Male,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,21,0,0,30,United-States,<=50K
Female,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,29,0,0,45,United-States,<=50K
Male,Private,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,42,0,0,40,United-States,<=50K
Male,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,28,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,26,0,0,30,United-States,<=50K
Male,State-gov,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,65,2653,0,8,United-States,<=50K
Male,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,19,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,22,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,54,7298,0,40,United-States,>50K
Male,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,46,0,0,77,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,34,2202,0,99,United-States,<=50K
Male,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,57,0,0,20,United-States,<=50K
Female,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,32,0,0,45,United-States,<=50K
Male,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,36,0,0,40,Germany,<=50K
Female,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,Amer-Indian-Eskimo,34,0,0,27,United-States,>50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,54,0,1628,40,United-States,<=50K
Female,Private,11th,7,Divorced,Sales,Own-child,Black,34,0,0,37,United-States,<=50K
Male,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,Black,72,0,0,36,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,23,0,0,40,United-States,<=50K
Male,Private,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,53,7688,0,10,Yugoslavia,>50K
Male,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,57,0,0,40,United-States,>50K
Male,Local-gov,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,22,0,0,20,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,40,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,31,0,0,40,United-States,<=50K
Female,Private,Some-college,10,Never-married,Other-service,Own-child,White,18,0,0,32,United-States,<=50K
Male,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,51,0,0,44,United-States,>50K
Male,Private,Assoc-acdm,12,Never-married,Sales,Own-child,White,24,0,0,25,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,49,0,0,60,United-States,>50K
Male,?,5th-6th,3,Married-civ-spouse,?,Husband,White,76,0,0,8,United-States,<=50K
Male,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,37,0,0,40,United-States,<=50K
Female,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,29,0,0,45,United-States,<=50K
Male,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,21,0,0,53,United-States,<=50K
Male,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,49,0,0,40,United-States,<=50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,White,69,0,0,40,United-States,<=50K
Male,?,HS-grad,9,Married-civ-spouse,?,Husband,Black,38,0,0,40,United-States,<=50K
Female,Private,Masters,14,Never-married,Craft-repair,Unmarried,Black,44,0,0,40,United-States,<=50K
Male,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,31,0,0,40,United-States,<=50K
